ANONYMIZED ID;TEST FEB;PRACTICAL EX FEB;PRACTICES FEB;FINAL FEB;TEST SEPT;PRACTICAL EX SEPT;PRACTICES SEPT;FINAL SEPT;YEAR
NIGdj;6,00;NA;0,00;1,80;NA;NA;NA;NA;2015
e/1dq;5,00;NA;0,00;1,50;8,00;4,33;0,00;5,00;2015
zVP9l;NA;NA;NA;NA;NA;NA;NA;NA;2017
XNgv+;NA;NA;NA;NA;6,00;0,00;0,00;1,80;2017
8R6Ln;6,00;7,00;1,00;7,00;NA;NA;NA;NA;2017
oQXfC;NA;NA;NA;NA;NA;NA;NA;NA;2017
m8+Jw;4,00;0,00;0,50;1,20;NA;NA;NA;NA;2018
iTupZ;0,00;0,00;0,00;0,00;NA;NA;NA;NA;2017
utPjV;NA;NA;NA;NA;NA;NA;NA;NA;2011
ZuSlU;NA;NA;NA;NA;NA;NA;NA;NA;2014
DEJYg;NA;NA;NA;NA;NA;NA;NA;NA;2018
2CeCM;NA;NA;NA;NA;NA;NA;NA;NA;2015
DGL2+;NA;NA;NA;NA;NA;NA;NA;NA;2015
BOSsX;NA;NA;NA;NA;NA;NA;NA;NA;2012
TjpXr;NA;NA;NA;NA;NA;NA;NA;NA;2014
M4TP3;NA;NA;NA;NA;NA;NA;NA;NA;2015
K/A42;9,00;7,33;0,90;8,00;NA;NA;NA;NA;2013
1lok3;NA;NA;NA;NA;NA;NA;NA;NA;2018
CDMh5;NA;NA;NA;NA;NA;NA;NA;NA;2018
KCtpw;NA;NA;NA;NA;NA;NA;NA;NA;2012
gKJ5T;7,00;NA;0,50;2,60;NA;NA;NA;NA;2015
XBuwq;NA;NA;NA;NA;NA;NA;NA;NA;2015
ZYi/b;NA;NA;NA;NA;NA;NA;NA;NA;2018
uJvRi;NA;NA;NA;NA;NA;NA;NA;NA;2013
AFMrg;8,00;NA;0,60;6,00;NA;NA;NA;NA;2015
werHT;NA;NA;NA;NA;NA;NA;NA;NA;2011
D6Zq7;NA;NA;NA;NA;NA;NA;NA;NA;2013
2hPAw;NA;NA;NA;NA;NA;NA;NA;NA;2016
ot/YA;NA;NA;NA;NA;NA;NA;NA;NA;2011
rUkUp;NA;NA;NA;NA;NA;NA;NA;NA;2017
IF2GS;NA;NA;NA;NA;NA;NA;NA;NA;2012
IF2GS;NA;NA;NA;NA;NA;NA;NA;NA;2014
gRu5j;NA;NA;NA;NA;NA;NA;NA;NA;2013
XCr7N;NA;NA;NA;NA;NA;NA;NA;NA;2012
URw+I;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2012
w+8XZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
fqHAY;NA;NA;NA;NA;NA;NA;NA;NA;2014
djBwb;NA;NA;NA;NA;NA;NA;NA;NA;2012
uIUlk;NA;NA;NA;NA;NA;NA;NA;NA;2011
7id7D;NA;NA;NA;NA;NA;NA;NA;NA;2012
qXZjH;NA;NA;NA;NA;NA;NA;NA;NA;2012
c9ZWU;NA;NA;NA;NA;NA;NA;NA;NA;2014
zuvKd;NA;NA;NA;NA;NA;NA;NA;NA;2012
sGPPz;NA;NA;NA;NA;NA;NA;NA;NA;2012
sGPPz;NA;NA;NA;NA;NA;NA;NA;NA;2013
WtPMm;NA;NA;NA;NA;NA;NA;NA;NA;2017
0iHNh;NA;NA;NA;NA;NA;NA;NA;NA;2017
azSzK;NA;NA;NA;NA;NA;NA;NA;NA;2017
azSzK;NA;NA;NA;NA;NA;NA;NA;NA;2018
lllgD;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
9gPvQ;NA;NA;NA;NA;NA;NA;NA;NA;2012
REtIb;NA;NA;NA;NA;NA;NA;NA;NA;2014
AP3PP;NA;NA;NA;NA;NA;NA;NA;NA;2011
AP3PP;NA;NA;NA;NA;10,00;8,30;NA;8,00;2012
WeJA2;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZwVH7;NA;NA;NA;NA;NA;NA;NA;NA;2012
N+rzM;NA;NA;NA;NA;NA;NA;NA;NA;2016
N+rzM;7,00;0,00;0,00;2,10;6,00;0,00;0,00;1,80;2017
zZ/Db;NA;NA;NA;NA;NA;NA;NA;NA;2015
MU15V;NA;NA;NA;NA;NA;NA;NA;NA;2015
XH3rg;NA;NA;NA;NA;NA;NA;NA;NA;2013
sJDqE;NA;NA;NA;NA;NA;NA;NA;NA;2014
evhMh;NA;NA;NA;NA;NA;NA;NA;NA;2011
7i53D;NA;NA;NA;NA;NA;NA;NA;NA;2014
DwmMU;NA;NA;NA;NA;NA;NA;NA;NA;2013
BCIF7;NA;NA;NA;NA;NA;NA;NA;NA;2014
U/nwj;9,00;10,00;1,00;9,70;NA;NA;NA;NA;2018
hUycG;NA;NA;NA;NA;NA;NA;NA;NA;2015
S798W;NA;NA;NA;NA;NA;NA;NA;NA;2018
vO1TA;NA;NA;NA;NA;NA;NA;NA;NA;2012
XMARE;NA;NA;NA;NA;NA;NA;NA;NA;2018
vFIE5;NA;NA;NA;NA;NA;NA;NA;NA;2011
qwLxf;NA;NA;NA;NA;NA;NA;NA;NA;2012
qwLxf;NA;NA;NA;NA;NA;NA;NA;NA;2018
84l+a;3,00;NA;0,00;0,90;NA;NA;NA;NA;2014
JA2Av;NA;NA;NA;NA;NA;NA;NA;NA;2015
MzsJ2;NA;NA;NA;NA;NA;NA;NA;NA;2014
EFP0G;NA;NA;NA;NA;NA;NA;NA;NA;2014
/5Oz3;NA;NA;NA;NA;NA;NA;NA;NA;2012
l9zpI;NA;NA;NA;NA;NA;NA;NA;NA;2012
LYXe7;NA;NA;NA;NA;NA;NA;NA;NA;2014
gcne7;NA;NA;NA;NA;NA;NA;NA;NA;2014
gcne7;NA;NA;NA;NA;NA;NA;NA;NA;2016
fYOM4;10,00;9,08;0,55;9,00;NA;NA;NA;NA;2014
238lP;NA;NA;NA;NA;6,00;0,00;NA;1,80;2011
238lP;NA;NA;NA;NA;NA;NA;NA;NA;2012
sDZUx;NA;NA;NA;NA;NA;NA;NA;NA;2013
sDZUx;NA;NA;NA;NA;NA;NA;NA;NA;2015
VG4JZ;NA;NA;NA;NA;NA;NA;NA;NA;2014
oxsTr;NA;NA;NA;NA;NA;NA;NA;NA;2011
ocl9c;7,00;7,00;0,90;7,20;NA;NA;NA;NA;2013
2+xda;NA;NA;NA;NA;NA;NA;NA;NA;2011
7+23R;NA;NA;NA;NA;NA;NA;NA;NA;2014
UzHv2;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
FyAWL;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
CGfAr;NA;NA;NA;NA;NA;NA;NA;NA;2012
05kIC;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
4nRNA;NA;NA;NA;NA;NA;NA;NA;NA;2012
p4RQY;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2013
EP6Fv;7,00;2,50;0,90;4,50;NA;NA;NA;NA;2012
wDmgF;NA;NA;NA;NA;NA;NA;NA;NA;2011
3Hk9l;NA;NA;NA;NA;NA;NA;NA;NA;2011
I/fdl;8,00;2,50;0,90;5,00;NA;NA;NA;NA;2018
Aqv/I;NA;NA;NA;NA;NA;NA;NA;NA;2018
Lfp0o;NA;NA;NA;NA;NA;NA;NA;NA;2014
l8lvq;NA;NA;NA;NA;NA;NA;NA;NA;2015
m6Ud6;NA;NA;NA;NA;NA;NA;NA;NA;2012
1f10g;NA;NA;NA;NA;NA;NA;NA;NA;2017
yzEJ+;5,00;0,00;NA;1,50;5,00;0,00;NA;1,50;2011
xB+sr;NA;NA;NA;NA;NA;NA;NA;NA;2014
fS1dC;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
j9N4N;NA;NA;NA;NA;NA;NA;NA;NA;2017
PVlRd;NA;NA;NA;NA;1,00;NA;0,00;0,30;2013
PVlRd;NA;NA;NA;NA;NA;NA;NA;NA;2015
eTk3+;NA;NA;NA;NA;NA;NA;NA;NA;2016
2gKlQ;NA;NA;NA;NA;NA;NA;NA;NA;2015
sJHsX;8,00;0,00;0,00;2,40;NA;NA;NA;NA;2016
j3Vp9;NA;NA;NA;NA;NA;NA;NA;NA;2011
Q1ekN;NA;NA;NA;NA;NA;NA;NA;NA;2013
ZfIsf;NA;NA;NA;NA;NA;NA;NA;NA;2011
Tq1hk;NA;NA;NA;NA;NA;NA;NA;NA;2014
3extL;NA;NA;NA;NA;NA;NA;NA;NA;2011
bMyCj;NA;NA;NA;NA;NA;NA;NA;NA;2014
bMyCj;NA;NA;NA;NA;NA;NA;NA;NA;2017
D2u2V;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
tzXaD;NA;NA;NA;NA;NA;NA;NA;NA;2015
tzXaD;NA;NA;NA;NA;NA;NA;NA;NA;2017
tzXaD;NA;NA;NA;NA;NA;NA;NA;NA;2018
0xf95;NA;NA;NA;NA;NA;NA;NA;NA;2011
TBySq;NA;NA;NA;NA;NA;NA;NA;NA;2017
TBySq;NA;NA;NA;NA;NA;NA;NA;NA;2018
x27/X;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2011
x27/X;NA;NA;NA;NA;NA;NA;NA;NA;2012
HQoeg;NA;NA;NA;NA;NA;NA;NA;NA;2011
43Wi0;7,00;6,50;1,00;7,00;NA;NA;NA;NA;2014
6Uemy;NA;NA;NA;NA;NA;NA;NA;NA;2015
nbRH+;NA;NA;NA;NA;NA;NA;NA;NA;2012
SWPH3;NA;NA;NA;NA;NA;NA;NA;NA;2017
/lewK;NA;NA;NA;NA;NA;NA;NA;NA;2011
/lewK;NA;NA;NA;NA;NA;NA;NA;NA;2012
MQPja;NA;NA;NA;NA;NA;NA;NA;NA;2015
Pry2R;NA;NA;NA;NA;NA;NA;NA;NA;2011
MvapL;NA;NA;NA;NA;NA;NA;NA;NA;2018
2mpIp;NA;NA;NA;NA;NA;NA;NA;NA;2012
TeuwH;NA;NA;NA;NA;7,00;0,00;NA;2,10;2011
TeuwH;NA;NA;NA;NA;NA;NA;NA;NA;2012
06Q7S;NA;NA;NA;NA;NA;NA;NA;NA;2014
7Jv0d;NA;NA;NA;NA;NA;NA;NA;NA;2012
HYcKP;NA;NA;NA;NA;NA;NA;NA;NA;2012
F7k+I;NA;NA;NA;NA;NA;NA;NA;NA;2018
oxpRE;NA;NA;NA;NA;NA;NA;NA;NA;2012
9TZKv;NA;NA;NA;NA;NA;NA;NA;NA;2013
vuynb;NA;NA;NA;NA;NA;NA;NA;NA;2011
r4bXz;4,00;NA;0,90;1,20;5,00;NA;0,90;1,50;2014
K2+wU;3,00;0,00;NA;0,90;6,00;0,00;NA;1,80;2011
K2+wU;9,00;8,83;1,00;9,00;NA;NA;NA;NA;2013
m2XOS;NA;NA;NA;NA;NA;NA;NA;NA;2011
99Gj5;NA;NA;NA;NA;NA;NA;NA;NA;2014
rCIv9;NA;NA;NA;NA;NA;NA;NA;NA;2017
QBOPa;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
PNaJi;NA;NA;NA;NA;NA;NA;NA;NA;2013
PNaJi;NA;NA;NA;NA;NA;NA;NA;NA;2014
9FhEg;8,00;6,00;1,00;7,00;NA;NA;NA;NA;2014
rLa/6;NA;NA;NA;NA;NA;NA;NA;NA;2016
BwtRF;NA;NA;NA;NA;NA;NA;NA;NA;2014
teJgY;NA;NA;NA;NA;NA;NA;NA;NA;2011
KWaLV;NA;NA;NA;NA;NA;NA;NA;NA;2011
ohRVT;NA;NA;NA;NA;NA;NA;NA;NA;2015
ohRVT;NA;NA;NA;NA;NA;NA;NA;NA;2017
ohRVT;NA;NA;NA;NA;NA;NA;NA;NA;2018
wOpii;NA;NA;NA;NA;NA;NA;NA;NA;2011
lPtlZ;NA;NA;NA;NA;NA;NA;NA;NA;2015
lPtlZ;NA;NA;NA;NA;NA;NA;NA;NA;2016
lPtlZ;NA;NA;NA;NA;NA;NA;NA;NA;2018
qv0oF;NA;NA;NA;NA;NA;NA;NA;NA;2014
bnOFa;NA;NA;NA;NA;NA;NA;NA;NA;2013
6qZvR;8,00;3,50;1,00;5,50;NA;NA;NA;NA;2018
k7RJ+;NA;NA;NA;NA;NA;NA;NA;NA;2012
44jYA;9,00;NA;1,00;8,50;NA;NA;NA;NA;2015
wCfCS;1,00;0,00;0,60;0,30;4,00;0,00;0,60;1,20;2011
LpPTG;2,00;0,00;NA;0,60;2,00;0,00;NA;0,60;2011
LpPTG;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
LpPTG;NA;NA;NA;NA;NA;NA;NA;NA;2013
878uu;NA;NA;NA;NA;NA;NA;NA;NA;2011
B1uAR;NA;NA;NA;NA;NA;NA;NA;NA;2018
s8SA5;3,00;0,00;0,80;0,90;NA;NA;NA;NA;2011
s8SA5;8,00;2,00;1,00;4,60;4,00;0,00;1,00;1,20;2012
s8SA5;9,00;5,67;0,90;7,00;NA;NA;NA;NA;2013
uzB10;6,00;4,00;1,00;5,20;NA;NA;NA;NA;2011
HH2KP;NA;NA;NA;NA;NA;NA;NA;NA;2014
aUL02;NA;NA;NA;NA;NA;NA;NA;NA;2014
/7yvm;NA;NA;NA;NA;NA;NA;NA;NA;2014
cpHWC;7,00;6,92;0,75;7,00;NA;NA;NA;NA;2014
MHB6Y;4,00;NA;0,00;1,20;NA;NA;NA;NA;2014
Dq5dc;NA;NA;NA;NA;NA;NA;NA;NA;2016
HMtCf;NA;NA;NA;NA;NA;NA;NA;NA;2012
385g2;NA;NA;NA;NA;NA;NA;NA;NA;2013
buSww;2,00;NA;0,00;0,60;NA;NA;NA;NA;2015
ykW6/;8,00;3,50;0,70;5,20;NA;NA;NA;NA;2012
wWRgm;1,00;0,00;0,00;0,30;NA;NA;NA;NA;2013
mSN9S;6,00;4,33;0,60;5,00;NA;NA;NA;NA;2014
WI/2x;7,00;6,83;0,80;7,00;NA;NA;NA;NA;2014
UBT5j;NA;NA;NA;NA;NA;NA;NA;NA;2016
8Ah9I;NA;NA;NA;NA;NA;NA;NA;NA;2015
dATXP;NA;NA;NA;NA;NA;NA;NA;NA;2014
QEH0W;NA;NA;NA;NA;NA;NA;NA;NA;2018
VOyVp;NA;NA;NA;NA;NA;NA;NA;NA;2018
T9PRv;NA;NA;NA;NA;NA;NA;NA;NA;2017
rvm1P;NA;NA;NA;NA;NA;NA;NA;NA;2012
vADH4;NA;NA;NA;NA;NA;NA;NA;NA;2017
iCeqg;9,00;4,00;1,00;6,10;NA;NA;NA;NA;2017
1K1L8;NA;NA;NA;NA;NA;NA;NA;NA;2018
dYpJD;8,00;9,00;0,60;8,40;NA;NA;NA;NA;2016
YaMwD;7,00;3,17;1,00;5,00;NA;NA;NA;NA;2016
cm/Ob;NA;NA;NA;NA;NA;NA;NA;NA;2014
cx7RI;2,00;0,00;0,00;0,60;7,00;0,00;0,00;2,10;2017
8dB/W;NA;NA;NA;NA;NA;NA;NA;NA;2014
Rzb3r;NA;NA;NA;NA;NA;NA;NA;NA;2012
aKssZ;NA;NA;NA;NA;NA;NA;NA;NA;2011
aKssZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
aKssZ;NA;NA;NA;NA;NA;NA;NA;NA;2013
J1h5G;NA;NA;NA;NA;NA;NA;NA;NA;2016
Swisf;3,00;NA;0,00;0,90;NA;NA;NA;NA;2014
b61dq;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2018
ZPSxv;NA;NA;NA;NA;NA;NA;NA;NA;2018
/wtPj;7,00;2,00;1,00;4,30;NA;NA;NA;NA;2014
/wtPj;9,00;NA;0,90;5,40;NA;NA;NA;NA;2015
0wrCw;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2018
h3H5+;NA;NA;NA;NA;NA;NA;NA;NA;2016
JNlNs;NA;NA;NA;NA;NA;NA;NA;NA;2014
0jhxd;NA;NA;NA;NA;NA;NA;NA;NA;2018
Pslrz;6,00;5,33;1,00;6,00;NA;NA;NA;NA;2016
WVDtn;7,00;9,00;0,90;8,40;NA;NA;NA;NA;2012
dWu6F;NA;NA;NA;NA;NA;NA;NA;NA;2013
ocdK0;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2017
T1PS0;5,00;0,00;NA;1,50;NA;NA;NA;NA;2012
wGxSF;NA;NA;NA;NA;NA;NA;NA;NA;2015
cxNcT;NA;NA;NA;NA;NA;NA;NA;NA;2011
P3cEz;NA;NA;NA;NA;NA;NA;NA;NA;2012
YW6ym;NA;NA;NA;NA;NA;NA;NA;NA;2012
HRAFs;4,00;0,00;0,90;1,20;3,00;NA;0,90;0,90;2013
OfkY+;NA;NA;NA;NA;NA;NA;NA;NA;2011
OfkY+;5,00;0,00;0,00;1,50;4,00;0,00;0,00;1,20;2012
l1h2A;3,00;0,00;0,90;0,90;NA;NA;NA;NA;2011
mPBgW;7,00;0,00;0,00;2,10;9,00;0,00;8,83;8,00;2017
ySa2z;NA;NA;NA;NA;NA;NA;NA;NA;2014
28mpK;NA;NA;NA;NA;NA;NA;NA;NA;2016
q/sce;NA;NA;NA;NA;NA;NA;NA;NA;2012
fF0ut;5,00;0,00;0,00;1,50;7,00;NA;0,00;2,10;2013
fF0ut;NA;NA;NA;NA;6,00;NA;0,00;1,80;2014
lW5kY;NA;NA;NA;NA;NA;NA;NA;NA;2015
dP5qS;NA;NA;NA;NA;NA;NA;NA;NA;2011
Varef;NA;NA;NA;NA;9,00;7,42;0,85;8,00;2011
Oanis;4,00;0,00;0,85;1,20;9,00;7,42;0,85;8,00;2011
UsOeu;9,00;4,50;0,80;6,20;NA;NA;NA;NA;2011
hgjUf;8,00;3,00;NA;4,20;NA;NA;NA;NA;2012
cmPvi;5,00;0,00;0,75;4,00;NA;NA;NA;NA;2011
7jumw;NA;NA;NA;NA;NA;NA;NA;NA;2018
Wh2pe;NA;NA;NA;NA;NA;NA;NA;NA;2011
Wh2pe;NA;NA;NA;NA;NA;NA;NA;NA;2012
w7xdp;NA;NA;NA;NA;NA;NA;NA;NA;2011
w7xdp;NA;NA;NA;NA;NA;NA;NA;NA;2012
w7xdp;NA;NA;NA;NA;NA;NA;NA;NA;2013
w7xdp;NA;NA;NA;NA;NA;NA;NA;NA;2014
8rtv2;NA;NA;NA;NA;NA;NA;NA;NA;2014
R0H17;NA;NA;NA;NA;NA;NA;NA;NA;2013
IPf6a;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2016
IPf6a;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
9DKHL;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
7MGuB;NA;NA;NA;NA;NA;NA;NA;NA;2012
7MGuB;NA;NA;NA;NA;NA;NA;NA;NA;2013
7MGuB;NA;NA;NA;NA;NA;NA;NA;NA;2014
zVxGO;NA;NA;NA;NA;NA;NA;NA;NA;2012
LRAzp;NA;NA;NA;NA;NA;NA;NA;NA;2011
pwh+K;NA;NA;NA;NA;NA;NA;NA;NA;2015
pwh+K;NA;NA;NA;NA;NA;NA;NA;NA;2016
pwh+K;6,00;1,00;0,50;2,90;NA;NA;NA;NA;2017
TwkiA;NA;NA;NA;NA;NA;NA;NA;NA;2011
YqXUg;NA;NA;NA;NA;NA;NA;NA;NA;2014
HD9yw;7,00;8,75;0,65;8,00;NA;NA;NA;NA;2013
VdEab;NA;NA;NA;NA;NA;NA;NA;NA;2017
VdEab;NA;NA;NA;NA;NA;NA;NA;NA;2018
wSfE/;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2011
UlF0a;NA;NA;NA;NA;NA;NA;NA;NA;2015
uhE7K;NA;NA;NA;NA;NA;NA;NA;NA;2012
Y5lwV;NA;NA;NA;NA;NA;NA;NA;NA;2018
H0Ou5;5,00;NA;0,00;1,50;5,00;7,00;0,00;5,50;2014
dxQvk;3,00;0,00;NA;0,90;NA;NA;NA;NA;2012
R/qPD;NA;NA;NA;NA;NA;NA;NA;NA;2013
R/qPD;NA;NA;NA;NA;NA;NA;NA;NA;2014
hdOuX;NA;NA;NA;NA;NA;NA;NA;NA;2015
hdOuX;NA;NA;NA;NA;NA;NA;NA;NA;2016
LWpZJ;4,00;NA;0,00;1,20;NA;NA;NA;NA;2015
jZ6iY;7,00;NA;0,00;2,10;NA;NA;NA;NA;2014
BAnVT;NA;NA;NA;NA;NA;NA;NA;NA;2012
N0/xG;NA;NA;NA;NA;NA;NA;NA;NA;2016
aYs00;NA;NA;NA;NA;NA;NA;NA;NA;2015
mba5m;NA;NA;NA;NA;NA;NA;NA;NA;2015
mba5m;3,00;0,00;0,40;0,90;NA;NA;NA;NA;2016
4KsRV;NA;NA;NA;NA;NA;NA;NA;NA;2011
4KsRV;NA;NA;NA;NA;NA;NA;NA;NA;2013
4KsRV;NA;NA;NA;NA;NA;NA;NA;NA;2015
Fqtck;NA;NA;NA;NA;NA;NA;NA;NA;2011
Fqtck;NA;NA;NA;NA;NA;NA;NA;NA;2012
m20OQ;8,00;6,50;0,70;7,00;NA;NA;NA;NA;2016
g7OGT;10,00;7,17;0,70;8,00;NA;NA;NA;NA;2013
YcFIH;NA;NA;NA;NA;NA;NA;NA;NA;2015
W5lq2;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZRD5N;NA;NA;NA;NA;NA;NA;NA;NA;2014
0w+Dy;NA;NA;NA;NA;NA;NA;NA;NA;2014
2WLxe;7,00;2,00;0,75;4,10;7,00;8,50;0,75;8,00;2014
7WAgg;NA;NA;NA;NA;NA;NA;NA;NA;2012
7WAgg;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
djVb2;NA;NA;NA;NA;NA;NA;NA;NA;2016
8mvJ5;NA;NA;NA;NA;NA;NA;NA;NA;2014
cLp3Z;8,00;7,00;0,90;7,50;NA;NA;NA;NA;2018
9AtzY;NA;NA;NA;NA;NA;NA;NA;NA;2012
7VoX3;NA;NA;NA;NA;NA;NA;NA;NA;2014
lQGUh;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2017
p18RA;NA;NA;NA;NA;NA;NA;NA;NA;2016
RyR87;NA;NA;NA;NA;NA;NA;NA;NA;2014
4MHRa;NA;NA;NA;NA;NA;NA;NA;NA;2014
DdwT3;NA;NA;NA;NA;NA;NA;NA;NA;2012
wbAkY;6,00;7,50;0,80;7,10;NA;NA;NA;NA;2011
eK/4l;NA;NA;NA;NA;NA;NA;NA;NA;2014
LwUR/;NA;NA;NA;NA;NA;NA;NA;NA;2015
LwUR/;NA;NA;NA;NA;NA;NA;NA;NA;2016
2YThO;NA;NA;NA;NA;NA;NA;NA;NA;2013
2YThO;9,00;NA;0,00;8,10;NA;NA;NA;NA;2015
AwilB;1,00;0,00;0,00;0,30;NA;NA;NA;NA;2016
+35mJ;NA;NA;NA;NA;NA;NA;NA;NA;2018
5tp70;3,00;0,00;NA;0,90;5,00;0,00;NA;1,50;2011
5tp70;3,00;0,00;NA;0,90;NA;NA;NA;NA;2012
jbQav;9,00;9,00;1,00;9,10;NA;NA;NA;NA;2012
BXXr6;NA;NA;NA;NA;NA;NA;NA;NA;2015
BXXr6;NA;NA;NA;NA;NA;NA;NA;NA;2016
qgWLY;6,00;2,50;0,90;4,20;6,00;6,00;0,90;6,30;2014
JXMc1;NA;NA;NA;NA;NA;NA;NA;NA;2014
JXMc1;7,00;NA;0,90;8,00;NA;NA;NA;NA;2015
IJ5VE;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2016
Tryty;NA;NA;NA;NA;NA;NA;NA;NA;2016
44wqg;NA;NA;NA;NA;NA;NA;NA;NA;2015
OXwGd;NA;NA;NA;NA;NA;NA;NA;NA;2016
OQKhx;5,00;NA;0,00;1,50;NA;NA;NA;NA;2015
oC6f0;NA;NA;NA;NA;NA;NA;NA;NA;2017
oC6f0;NA;NA;NA;NA;NA;NA;NA;NA;2018
kEYEd;NA;NA;NA;NA;NA;NA;NA;NA;2013
7detW;NA;NA;NA;NA;NA;NA;NA;NA;2018
9Kb6f;NA;NA;NA;NA;NA;NA;NA;NA;2016
9Kb6f;NA;NA;NA;NA;NA;NA;NA;NA;2017
N8Qz/;9,00;NA;1,00;8,50;NA;NA;NA;NA;2015
Aj8IU;NA;NA;NA;NA;NA;NA;NA;NA;2017
asVRA;NA;NA;NA;NA;NA;NA;NA;NA;2017
Ib2HZ;NA;NA;NA;NA;NA;NA;NA;NA;2014
EX0bT;NA;NA;NA;NA;NA;NA;NA;NA;2014
RlK09;7,00;6,67;0,90;7,00;NA;NA;NA;NA;2014
+bYxf;NA;NA;NA;NA;NA;NA;NA;NA;2013
AUraQ;NA;NA;NA;NA;NA;NA;NA;NA;2016
VJvN7;NA;NA;NA;NA;NA;NA;NA;NA;2014
QJ6JS;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
QJ6JS;9,00;5,00;0,00;5,70;NA;NA;NA;NA;2012
+GTBw;NA;NA;NA;NA;NA;NA;NA;NA;2018
81sC+;NA;NA;NA;NA;NA;NA;NA;NA;2011
KjfFD;NA;NA;NA;NA;NA;NA;NA;NA;2014
AkBxD;NA;NA;NA;NA;NA;NA;NA;NA;2018
263+h;4,00;0,00;0,70;1,20;8,00;0,70;8,17;8,00;2016
MlOez;NA;NA;NA;NA;NA;NA;NA;NA;2016
Spqgz;10,00;9,00;0,00;8,40;NA;NA;NA;NA;2012
jt01o;NA;NA;NA;NA;NA;NA;NA;NA;2016
45iMw;NA;NA;NA;NA;NA;NA;NA;NA;2014
6zjUk;NA;NA;NA;NA;9,00;0,00;9,00;8,10;2016
CRE6m;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
CRE6m;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2016
f3Xhg;8,00;6,00;1,00;7,00;NA;NA;NA;NA;2018
/YW6F;10,00;1,67;1,00;5,00;NA;NA;NA;NA;2013
f1eH2;NA;NA;NA;NA;NA;NA;NA;NA;2016
uanMQ;NA;NA;NA;NA;NA;NA;NA;NA;2013
kBORa;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZgKR7;NA;NA;NA;NA;NA;NA;NA;NA;2016
ZgKR7;NA;NA;NA;NA;NA;NA;NA;NA;2018
xoT+E;10,00;4,00;1,00;6,40;NA;NA;NA;NA;2018
djekb;NA;NA;NA;NA;NA;NA;NA;NA;2012
zsNKS;NA;NA;NA;NA;NA;NA;NA;NA;2013
zsNKS;NA;NA;NA;NA;NA;NA;NA;NA;2017
wIuDP;NA;NA;NA;NA;NA;NA;NA;NA;2011
wIuDP;NA;NA;NA;NA;NA;NA;NA;NA;2015
oRFzU;NA;NA;NA;NA;NA;NA;NA;NA;2016
IuQtR;NA;NA;NA;NA;NA;NA;NA;NA;2014
tNaXv;NA;NA;NA;NA;NA;NA;NA;NA;2016
k3B6R;NA;NA;NA;NA;NA;NA;NA;NA;2018
s1TPt;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2018
/U84B;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
jqCoM;NA;NA;NA;NA;NA;NA;NA;NA;2014
c+oaW;8,00;1,00;0,90;3,90;5,00;NA;9,00;1,50;2018
sDvw1;6,00;2,17;0,90;4,00;NA;NA;NA;NA;2016
amaXm;NA;NA;NA;NA;NA;NA;NA;NA;2017
amaXm;NA;NA;NA;NA;NA;NA;NA;NA;2018
Rh91j;NA;NA;NA;NA;NA;NA;NA;NA;2015
Rh91j;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
hHnQ/;NA;NA;NA;NA;NA;NA;NA;NA;2011
w0n01;NA;NA;NA;NA;NA;NA;NA;NA;2017
UxBw4;NA;NA;NA;NA;NA;NA;NA;NA;2017
vswcO;NA;NA;NA;NA;NA;NA;NA;NA;2011
vswcO;NA;NA;NA;NA;NA;NA;NA;NA;2012
TUSsR;NA;NA;NA;NA;NA;NA;NA;NA;2012
TUSsR;NA;NA;NA;NA;NA;NA;NA;NA;2013
