ANONYMIZED ID;TEST FEB;PRACTICAL EX FEB;PRACTICES FEB;FINAL FEB;TEST SEPT;PRACTICAL EX SEPT;PRACTICES SEPT;FINAL SEPT;YEAR
qGqn3;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
k+E12;NA;NA;NA;NA;NA;NA;NA;NA;2011
dwnu4;NA;NA;NA;NA;NA;NA;NA;NA;2011
56qHk;2,00;0,00;NA;0,60;NA;NA;NA;NA;2012
56qHk;8,00;7,00;1,00;7,60;NA;NA;NA;NA;2013
tdDyA;4,00;0,00;0,75;1,20;8,00;0,75;7,25;7,50;2016
GJv2y;NA;NA;NA;NA;NA;NA;NA;NA;2017
Lf6oo;7,00;6,00;0,80;6,50;NA;NA;NA;NA;2012
y15rm;7,00;4,83;0,00;5,00;NA;NA;NA;NA;2016
c4t0g;NA;NA;NA;NA;NA;NA;NA;NA;2011
c4t0g;NA;NA;NA;NA;NA;NA;NA;NA;2012
VMM2U;6,00;NA;0,00;1,80;9,00;6,00;0,00;6,30;2014
PrGMU;NA;NA;NA;NA;NA;NA;NA;NA;2011
JjCpT;NA;NA;NA;NA;NA;NA;NA;NA;2016
PJrv9;NA;NA;NA;NA;NA;NA;NA;NA;2014
8BE3T;NA;NA;NA;NA;NA;NA;NA;NA;2012
m4FpW;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
vTvJX;NA;NA;NA;NA;NA;NA;NA;NA;2016
iOo4y;9,00;NA;0,00;3,90;7,00;0,00;0,00;2,10;2015
iOo4y;NA;NA;NA;NA;NA;NA;NA;NA;2016
r8RKN;10,00;8,33;1,00;9,00;NA;NA;NA;NA;2013
jTGHS;NA;NA;NA;NA;NA;NA;NA;NA;2014
qnPsj;NA;NA;NA;NA;NA;NA;NA;NA;2012
qlOTe;NA;NA;NA;NA;NA;NA;NA;NA;2018
KDBNq;NA;NA;NA;NA;NA;NA;NA;NA;2012
sVQDN;NA;NA;NA;NA;NA;NA;NA;NA;2016
qH5DW;NA;NA;NA;NA;NA;NA;NA;NA;2012
C2kG9;4,00;0,00;NA;1,20;8,00;4,33;NA;5,00;2011
8WgTg;NA;NA;NA;NA;NA;NA;NA;NA;2012
NuA0B;NA;NA;NA;NA;NA;NA;NA;NA;2014
D0jDn;3,00;0,00;0,80;0,90;6,00;5,00;0,80;5,60;2011
7Mfrw;NA;NA;NA;NA;NA;NA;NA;NA;2014
iNisx;4,00;0,00;0,50;1,20;NA;NA;NA;NA;2011
iNisx;NA;NA;NA;NA;5,00;0,00;0,80;1,50;2012
iNisx;5,00;NA;0,70;1,50;9,00;4,00;0,70;6,00;2014
gh31y;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
sL58v;7,00;1,00;0,90;3,60;NA;NA;NA;NA;2018
840FV;NA;NA;NA;NA;NA;NA;NA;NA;2012
840FV;NA;NA;NA;NA;NA;NA;NA;NA;2013
jz8Em;NA;NA;NA;NA;NA;NA;NA;NA;2014
jz8Em;NA;NA;NA;NA;NA;NA;NA;NA;2015
jz8Em;NA;NA;NA;NA;NA;NA;NA;NA;2016
EOJLz;NA;NA;NA;NA;NA;NA;NA;NA;2012
FDGbv;NA;NA;NA;NA;NA;NA;NA;NA;2011
FDGbv;NA;NA;NA;NA;NA;NA;NA;NA;2012
EXzGV;NA;NA;NA;NA;NA;NA;NA;NA;2013
UBxCE;NA;NA;NA;NA;NA;NA;NA;NA;2018
irRB2;NA;NA;NA;NA;NA;NA;NA;NA;2011
uuxzu;NA;NA;NA;NA;NA;NA;NA;NA;2014
LA1Bm;9,00;9,00;0,90;9,00;NA;NA;NA;NA;2013
rP0rn;NA;NA;NA;NA;NA;NA;NA;NA;2011
OO+hd;6,00;0,00;0,00;1,80;4,00;NA;0,00;1,20;2013
OO+hd;NA;NA;NA;NA;NA;NA;NA;NA;2015
ml+lX;8,00;4,00;0,80;5,60;NA;NA;NA;NA;2012
TfvvU;NA;NA;NA;NA;NA;NA;NA;NA;2012
L2s2I;3,00;0,00;0,80;0,90;NA;NA;NA;NA;2011
LPkg5;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
sDQjd;7,00;9,00;1,00;8,50;NA;NA;NA;NA;2017
SEQ/8;6,00;NA;1,00;7,00;NA;NA;NA;NA;2015
Htp//;NA;NA;NA;NA;NA;NA;NA;NA;2012
zcQip;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
KOo1L;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
ejxV7;3,00;0,00;NA;0,90;NA;NA;NA;NA;2012
xAwjI;NA;NA;NA;NA;NA;NA;NA;NA;2012
OvXxF;NA;NA;NA;NA;NA;NA;NA;NA;2012
OvXxF;NA;NA;NA;NA;NA;NA;NA;NA;2013
iqchh;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2012
K4umy;NA;NA;NA;NA;NA;NA;NA;NA;2011
lqrfU;NA;NA;NA;NA;NA;NA;NA;NA;2015
UkvE8;9,00;7,58;0,75;8,00;NA;NA;NA;NA;2013
3tHUz;8,00;6,00;NA;6,00;NA;NA;NA;NA;2012
9sg69;NA;NA;NA;NA;NA;NA;NA;NA;2012
BcNzn;7,00;5,00;0,92;6,02;NA;NA;NA;NA;2012
uUDsl;5,00;NA;0,93;1,50;9,00;3,13;0,93;5,50;2015
9xPF3;NA;NA;NA;NA;NA;NA;NA;NA;2016
T91ED;8,00;7,00;0,00;6,60;NA;NA;NA;NA;2012
aQQnB;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2011
3N9gm;NA;NA;NA;NA;NA;NA;NA;NA;2015
EaG8w;NA;NA;NA;NA;NA;NA;NA;NA;2012
1KFIx;9,00;NA;0,85;7,20;NA;NA;NA;NA;2015
iIxZT;NA;NA;NA;NA;NA;NA;NA;NA;2013
bLojD;NA;NA;NA;NA;NA;NA;NA;NA;2013
irjwK;NA;NA;NA;NA;7,00;0,00;0,00;2,10;2016
tzvlQ;NA;NA;NA;NA;5,00;0,00;NA;1,50;2011
tzvlQ;NA;NA;NA;NA;NA;NA;NA;NA;2012
Vvx2i;NA;NA;NA;NA;NA;NA;NA;NA;2012
PxSNJ;NA;NA;NA;NA;NA;NA;NA;NA;2017
GqhmD;NA;NA;NA;NA;NA;NA;NA;NA;2014
hnCy2;NA;NA;NA;NA;NA;NA;NA;NA;2017
rY7M2;NA;NA;NA;NA;NA;NA;NA;NA;2015
rY7M2;NA;NA;NA;NA;NA;NA;NA;NA;2016
rY7M2;NA;NA;NA;NA;NA;NA;NA;NA;2017
7P6Mh;NA;NA;NA;NA;NA;NA;NA;NA;2017
V9pdO;NA;NA;NA;NA;NA;NA;NA;NA;2014
Ck8Bj;NA;NA;NA;NA;NA;NA;NA;NA;2016
Ck8Bj;8,00;3,00;0,90;5,10;NA;NA;NA;NA;2017
E35ax;9,00;5,00;0,00;5,70;NA;NA;NA;NA;2012
ONAAB;1,00;0,00;0,85;0,30;5,00;0,00;0,85;1,50;2011
ONAAB;6,00;7,50;0,70;7,00;NA;NA;NA;NA;2012
/jHD5;NA;NA;NA;NA;NA;NA;NA;NA;2015
/jHD5;NA;NA;NA;NA;NA;NA;NA;NA;2016
PehPz;NA;NA;NA;NA;NA;NA;NA;NA;2012
PehPz;7,00;9,00;0,90;8,40;NA;NA;NA;NA;2013
kK4CC;NA;NA;NA;NA;NA;NA;NA;NA;2017
iiNIM;NA;NA;NA;NA;NA;NA;NA;NA;2011
HqU2n;9,00;1,00;NA;3,30;NA;NA;NA;NA;2012
3+ouT;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
ANAWl;NA;NA;NA;NA;NA;NA;NA;NA;2011
hDKbt;NA;NA;NA;NA;5,00;NA;0,00;1,50;2018
XBZ96;NA;NA;NA;NA;NA;NA;NA;NA;2015
SZ/uK;9,00;10,00;1,00;9,70;NA;NA;NA;NA;2012
wRn2p;NA;NA;NA;NA;NA;NA;NA;NA;2018
eb8FY;NA;NA;NA;NA;NA;NA;NA;NA;2013
QjtPg;6,00;0,00;0,00;1,80;8,00;0,00;9,33;8,00;2017
C1XFb;NA;NA;NA;NA;NA;NA;NA;NA;2013
2fzph;NA;NA;NA;NA;NA;NA;NA;NA;2016
2fzph;5,00;0,00;0,00;1,50;8,00;0,00;1,00;3,00;2017
z1n8p;NA;NA;NA;NA;NA;NA;NA;NA;2012
iXlwM;5,00;0,00;1,00;1,50;NA;NA;NA;NA;2016
SNjQc;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2018
Jb28H;NA;NA;NA;NA;NA;NA;NA;NA;2017
m310G;NA;NA;NA;NA;NA;NA;NA;NA;2015
m310G;8,00;7,00;0,00;6,60;NA;NA;NA;NA;2017
WghVL;NA;NA;NA;NA;NA;NA;NA;NA;2014
ttbQ/;6,00;NA;1,00;5,00;NA;NA;NA;NA;2015
VfdvJ;6,00;7,17;0,90;7,00;NA;NA;NA;NA;2016
ZUtLo;NA;NA;NA;NA;NA;NA;NA;NA;2012
jeOaZ;NA;NA;NA;NA;NA;NA;NA;NA;2015
jeOaZ;NA;NA;NA;NA;NA;NA;NA;NA;2016
bkUoh;NA;NA;NA;NA;NA;NA;NA;NA;2016
FLzts;NA;NA;NA;NA;NA;NA;NA;NA;2016
BG7sd;NA;NA;NA;NA;NA;NA;NA;NA;2018
3bKHv;NA;NA;NA;NA;NA;NA;NA;NA;2011
3bKHv;NA;NA;NA;NA;NA;NA;NA;NA;2012
3bKHv;NA;NA;NA;NA;10,00;3,00;0,00;6,00;2013
2sus2;NA;NA;NA;NA;NA;NA;NA;NA;2018
f4fgx;NA;NA;NA;NA;NA;NA;NA;NA;2018
NAVuv;NA;NA;NA;NA;NA;NA;NA;NA;2015
q5wMZ;7,00;NA;0,00;2,10;8,00;4,33;0,00;5,00;2015
RLZ4t;NA;NA;NA;NA;7,00;3,00;5,00;5,00;2018
+SRY9;NA;NA;NA;NA;NA;NA;NA;NA;2015
DXUtc;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
lsS+w;NA;NA;NA;NA;NA;NA;NA;NA;2013
WxKn/;NA;NA;NA;NA;NA;NA;NA;NA;2017
hZ3SV;NA;NA;NA;NA;NA;NA;NA;NA;2014
hZ3SV;9,00;7,00;1,00;8,00;NA;NA;NA;NA;2018
LI+ju;NA;NA;NA;NA;NA;NA;NA;NA;2012
LI+ju;NA;NA;NA;NA;NA;NA;NA;NA;2013
LI+ju;NA;NA;NA;NA;5,00;NA;0,00;1,50;2014
LI+ju;NA;NA;NA;NA;NA;NA;NA;NA;2015
LI+ju;NA;NA;NA;NA;NA;NA;NA;NA;2016
dfrwC;3,00;0,00;0,92;0,90;NA;NA;NA;NA;2011
3idaO;NA;NA;NA;NA;NA;NA;NA;NA;2011
2Zt6W;NA;NA;NA;NA;NA;NA;NA;NA;2015
9HZp+;3,00;0,00;0,80;0,90;7,00;4,00;0,80;5,30;2011
v4kcw;NA;NA;NA;NA;NA;NA;NA;NA;2011
6te7o;NA;NA;NA;NA;NA;NA;NA;NA;2013
6te7o;NA;NA;NA;NA;NA;NA;NA;NA;2014
XH7xd;NA;NA;NA;NA;NA;NA;NA;NA;2012
XH7xd;NA;NA;NA;NA;NA;NA;NA;NA;2013
PdJi9;NA;NA;NA;NA;NA;NA;NA;NA;2015
MEQ+m;NA;NA;NA;NA;NA;NA;NA;NA;2012
L4MHh;NA;NA;NA;NA;NA;NA;NA;NA;2012
JIFbH;8,00;NA;0,90;8,00;NA;NA;NA;NA;2015
Ia3c8;NA;NA;NA;NA;NA;NA;NA;NA;2011
Ia3c8;NA;NA;NA;NA;NA;NA;NA;NA;2012
Ia3c8;NA;NA;NA;NA;NA;NA;NA;NA;2014
8tMa0;6,00;0,00;NA;1,80;NA;NA;NA;NA;2011
8tMa0;NA;NA;NA;NA;NA;NA;NA;NA;2012
19di2;NA;NA;NA;NA;NA;NA;NA;NA;2016
sRCMF;NA;NA;NA;NA;NA;NA;NA;NA;2011
qDb/T;4,00;0,00;0,87;1,20;NA;NA;NA;NA;2011
4a+YH;5,00;0,00;NA;1,50;NA;NA;NA;NA;2012
rSZCr;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
rSZCr;NA;NA;NA;NA;NA;NA;NA;NA;2013
U942X;NA;NA;NA;NA;NA;NA;NA;NA;2014
U942X;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
fVUsI;NA;NA;NA;NA;NA;NA;NA;NA;2012
Md5rP;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
Md5rP;NA;NA;NA;NA;NA;NA;NA;NA;2013
QeoxL;NA;NA;NA;NA;NA;NA;NA;NA;2015
6rfzA;NA;NA;NA;NA;NA;NA;NA;NA;2014
DjUaU;8,00;8,00;0,60;7,80;NA;NA;NA;NA;2012
1U+dF;NA;NA;NA;NA;NA;NA;NA;NA;2014
qjd+o;NA;NA;NA;NA;NA;NA;NA;NA;2016
csKKk;NA;NA;NA;NA;NA;NA;NA;NA;2014
Zt0u4;NA;NA;NA;NA;NA;NA;NA;NA;2011
I+s/4;NA;NA;NA;NA;NA;NA;NA;NA;2017
qlkaG;NA;NA;NA;NA;NA;NA;NA;NA;2014
Ydj9H;6,00;0,00;0,40;1,80;8,00;0,40;9,00;8,20;2016
7NZAa;NA;NA;NA;NA;NA;NA;NA;NA;2018
NIu4D;NA;NA;NA;NA;NA;NA;NA;NA;2013
+txrZ;9,00;NA;0,40;7,90;NA;NA;NA;NA;2015
4hDzX;NA;NA;NA;NA;NA;NA;NA;NA;2015
CwIhy;NA;NA;NA;NA;NA;NA;NA;NA;2018
+a2DW;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
+a2DW;NA;NA;NA;NA;NA;NA;NA;NA;2014
sinCK;9,00;7,50;0,80;8,00;NA;NA;NA;NA;2017
XtXU9;NA;NA;NA;NA;NA;NA;NA;NA;2017
V2TdA;NA;NA;NA;NA;NA;NA;NA;NA;2015
b2tUX;NA;NA;NA;NA;NA;NA;NA;NA;2014
jd+kl;NA;NA;NA;NA;NA;NA;NA;NA;2011
/SLmV;NA;NA;NA;NA;NA;NA;NA;NA;2014
8ZCYW;7,00;0,00;NA;2,10;5,00;0,00;NA;1,50;2012
8ZCYW;NA;NA;NA;NA;NA;NA;NA;NA;2013
8ZCYW;NA;NA;NA;NA;NA;NA;NA;NA;2014
3rV8B;NA;NA;NA;NA;NA;NA;NA;NA;2015
vBH3K;NA;NA;NA;NA;NA;NA;NA;NA;2018
k+1TF;NA;NA;NA;NA;NA;NA;NA;NA;2016
QMg+M;NA;NA;NA;NA;NA;NA;NA;NA;2011
HZ7EY;4,00;0,00;0,50;1,20;NA;NA;NA;NA;2011
HZ7EY;NA;NA;NA;NA;6,00;0,00;0,50;1,80;2012
HZ7EY;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2013
HZ7EY;4,00;NA;0,50;1,20;7,00;4,00;0,50;5,00;2014
hAzrK;8,00;8,00;0,90;8,10;NA;NA;NA;NA;2012
V53Em;3,00;0,00;0,50;0,90;5,00;0,00;0,50;1,50;2012
V53Em;9,00;7,33;0,90;8,00;NA;NA;NA;NA;2013
+g3ff;NA;NA;NA;NA;NA;NA;NA;NA;2011
hxQQs;5,00;0,00;NA;1,50;7,00;0,00;NA;2,10;2011
hxQQs;9,00;7,00;0,80;7,70;NA;NA;NA;NA;2012
eR0iA;NA;NA;NA;NA;NA;NA;NA;NA;2012
HGu4s;NA;NA;NA;NA;NA;NA;NA;NA;2017
kYB/t;NA;NA;NA;NA;NA;NA;NA;NA;2014
kYB/t;NA;NA;NA;NA;NA;NA;NA;NA;2015
jniRU;4,00;NA;0,50;1,20;NA;NA;NA;NA;2015
jniRU;7,00;6,00;0,90;6,60;NA;NA;NA;NA;2016
SRKP1;NA;NA;NA;NA;NA;NA;NA;NA;2014
Y/rL9;NA;NA;NA;NA;NA;NA;NA;NA;2015
pdpSq;8,00;7,67;1,00;8,00;NA;NA;NA;NA;2017
aKELH;NA;NA;NA;NA;NA;NA;NA;NA;2011
URTDM;8,00;NA;1,00;9,00;NA;NA;NA;NA;2015
6ew4e;NA;NA;NA;NA;NA;NA;NA;NA;2011
8hwBU;NA;NA;NA;NA;NA;NA;NA;NA;2015
atO5W;NA;NA;NA;NA;NA;NA;NA;NA;2015
FXkXt;NA;NA;NA;NA;NA;NA;NA;NA;2011
FXkXt;NA;NA;NA;NA;NA;NA;NA;NA;2012
KU1Xv;NA;NA;NA;NA;NA;NA;NA;NA;2014
haXlo;NA;NA;NA;NA;NA;NA;NA;NA;2014
GNyzW;NA;NA;NA;NA;NA;NA;NA;NA;2012
yAmxq;NA;NA;NA;NA;NA;NA;NA;NA;2014
Wjpf6;NA;NA;NA;NA;NA;NA;NA;NA;2014
Wjpf6;NA;NA;NA;NA;7,00;0,00;0,00;2,10;2015
Wjpf6;5,00;5,83;1,00;6,00;NA;NA;NA;NA;2016
aA/3q;8,00;9,33;0,00;8,00;NA;NA;NA;NA;2016
khALH;NA;NA;NA;NA;NA;NA;NA;NA;2012
xBOAd;NA;NA;NA;NA;NA;NA;NA;NA;2011
cqEnn;NA;NA;NA;NA;NA;NA;NA;NA;2016
tAGNT;NA;NA;NA;NA;NA;NA;NA;NA;2012
PEWzQ;NA;NA;NA;NA;NA;NA;NA;NA;2011
FDQTj;4,00;0,00;0,60;1,20;NA;NA;NA;NA;2011
AhNHv;NA;NA;NA;NA;NA;NA;NA;NA;2016
qf2Ii;9,00;5,00;0,50;6,20;NA;NA;NA;NA;2012
9fnl7;NA;NA;NA;NA;NA;NA;NA;NA;2015
AFRL6;NA;NA;NA;NA;NA;NA;NA;NA;2016
eoOcD;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2016
Yz/i+;NA;NA;NA;NA;NA;NA;NA;NA;2014
IUMFe;9,00;8,00;0,90;8,40;NA;NA;NA;NA;2011
sxP+T;7,00;5,33;0,70;6,00;NA;NA;NA;NA;2012
JUwgX;9,00;3,83;NA;5,00;NA;NA;NA;NA;2012
sUQvn;NA;NA;NA;NA;NA;NA;NA;NA;2013
/v5x7;10,00;7,50;0,50;8,00;NA;NA;NA;NA;2013
vhijp;10,00;6,67;0,00;7,00;NA;NA;NA;NA;2013
roICF;NA;NA;NA;NA;NA;NA;NA;NA;2018
b0Zgm;5,00;0,00;NA;1,50;NA;NA;NA;NA;2011
QDaum;NA;NA;NA;NA;NA;NA;NA;NA;2011
aWzsI;NA;NA;NA;NA;NA;NA;NA;NA;2013
bb9gH;NA;NA;NA;NA;NA;NA;NA;NA;2012
MKPhN;NA;NA;NA;NA;NA;NA;NA;NA;2013
lfoma;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2016
ApypA;NA;NA;NA;NA;NA;NA;NA;NA;2017
9My1N;NA;NA;NA;NA;NA;NA;NA;NA;2015
m5cJ7;6,00;0,00;0,00;1,80;6,00;NA;0,00;1,80;2013
m5cJ7;6,00;NA;0,00;5,00;NA;NA;NA;NA;2014
X9xXI;7,00;NA;0,00;2,10;7,00;6,50;0,00;6,00;2015
pkTik;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZotPF;NA;NA;NA;NA;NA;NA;NA;NA;2015
p71jL;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
p71jL;NA;NA;NA;NA;NA;NA;NA;NA;2013
K8y+G;NA;NA;NA;NA;NA;NA;NA;NA;2014
NjCDi;3,00;NA;0,70;0,90;NA;NA;NA;NA;2014
NjCDi;NA;NA;NA;NA;NA;NA;NA;NA;2015
NjCDi;NA;NA;NA;NA;NA;NA;NA;NA;2017
notZS;NA;NA;NA;NA;NA;NA;NA;NA;2011
gecpQ;8,00;9,00;NA;7,80;NA;NA;NA;NA;2012
y4Xnj;5,00;6,00;0,90;6,00;NA;NA;NA;NA;2016
NLmEk;3,00;0,00;0,00;0,90;7,00;NA;0,00;2,10;2013
vfb8E;NA;NA;NA;NA;NA;NA;NA;NA;2017
a6lzo;8,00;NA;0,00;3,00;NA;NA;NA;NA;2015
IXbl+;9,00;6,00;0,70;7,00;NA;NA;NA;NA;2013
RlVNL;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2018
xgrU5;NA;NA;NA;NA;NA;NA;NA;NA;2016
owPRQ;NA;NA;NA;NA;NA;NA;NA;NA;2018
N5Pqz;NA;NA;NA;NA;NA;NA;NA;NA;2015
JX6CK;NA;NA;NA;NA;NA;NA;NA;NA;2015
JX6CK;NA;NA;NA;NA;NA;NA;NA;NA;2016
xgwTa;NA;NA;NA;NA;NA;NA;NA;NA;2018
vROm9;NA;NA;NA;NA;NA;NA;NA;NA;2018
rXRW+;NA;NA;NA;NA;NA;NA;NA;NA;2018
R+WCF;NA;NA;NA;NA;NA;NA;NA;NA;2018
h9iXd;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2018
OgHnT;NA;NA;NA;NA;NA;NA;NA;NA;2016
KhmMc;NA;NA;NA;NA;NA;NA;NA;NA;2013
6i6Z+;NA;NA;NA;NA;NA;NA;NA;NA;2016
29o3L;9,00;2,00;NA;3,90;NA;NA;NA;NA;2012
29o3L;9,00;7,00;1,00;7,90;NA;NA;NA;NA;2013
1QQyG;NA;3,00;NA;3,00;NA;NA;NA;NA;2011
1QQyG;NA;NA;NA;NA;NA;NA;NA;NA;2012
1QQyG;NA;NA;NA;NA;NA;NA;NA;NA;2014
WAgFe;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
WAgFe;NA;NA;NA;NA;NA;NA;NA;NA;2013
kvKsy;NA;NA;NA;NA;NA;NA;NA;NA;2011
Yn7JI;NA;NA;NA;NA;NA;NA;NA;NA;2014
DCgSX;NA;NA;NA;NA;NA;NA;NA;NA;2012
s8XCv;NA;NA;NA;NA;NA;NA;NA;NA;2011
s8XCv;NA;NA;NA;NA;NA;NA;NA;NA;2012
jgu+L;NA;NA;NA;NA;NA;NA;NA;NA;2012
Cr7jn;NA;NA;NA;NA;NA;NA;NA;NA;2016
keS1C;NA;NA;NA;NA;NA;NA;NA;NA;2011
keS1C;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2012
keS1C;NA;NA;NA;NA;NA;NA;NA;NA;2013
pUYHa;NA;NA;NA;NA;NA;NA;NA;NA;2014
cvKw+;NA;NA;NA;NA;NA;NA;NA;NA;2011
Uqx7U;NA;NA;NA;NA;NA;NA;NA;NA;2012
2Aemu;NA;NA;NA;NA;NA;NA;NA;NA;2012
2Aemu;NA;NA;NA;NA;NA;NA;NA;NA;2013
oPQoa;NA;NA;NA;NA;NA;NA;NA;NA;2014
BY754;4,00;0,00;0,70;1,20;6,00;4,17;0,70;5,00;2011
Y8/sk;NA;NA;NA;NA;NA;NA;NA;NA;2017
am7/4;NA;NA;NA;NA;NA;NA;NA;NA;2011
Dbx83;NA;NA;NA;NA;NA;NA;NA;NA;2016
3lxkr;NA;NA;NA;NA;NA;NA;NA;NA;2012
V5vzl;3,00;0,00;0,80;0,90;NA;NA;NA;NA;2011
R5Z1g;NA;NA;NA;NA;NA;NA;NA;NA;2014
3GKtE;NA;NA;NA;NA;NA;NA;NA;NA;2011
kyont;5,00;0,00;0,00;1,50;7,00;0,00;0,00;6,00;2012
hHX0x;7,00;3,83;0,60;5,00;NA;NA;NA;NA;2017
9Cn/U;7,00;0,00;0,20;2,10;4,00;0,00;0,20;1,20;2012
220Lf;NA;NA;NA;NA;NA;NA;NA;NA;2012
220Lf;6,00;7,08;0,65;6,70;NA;NA;NA;NA;2013
1ruu6;NA;NA;NA;NA;NA;NA;NA;NA;2011
1ruu6;NA;NA;NA;NA;NA;NA;NA;NA;2014
2UEKy;4,00;NA;0,00;1,20;NA;NA;NA;NA;2014
2UEKy;NA;NA;NA;NA;NA;NA;NA;NA;2015
V6a9Z;7,00;7,33;0,50;7,00;NA;NA;NA;NA;2014
Pj33k;NA;NA;NA;NA;NA;NA;NA;NA;2015
ftPSC;NA;NA;NA;NA;NA;NA;NA;NA;2016
1QxBr;NA;NA;NA;NA;NA;NA;NA;NA;2018
aEvmw;NA;NA;NA;NA;NA;NA;NA;NA;2017
aEvmw;NA;NA;NA;NA;NA;NA;NA;NA;2018
XKAIG;7,00;6,00;0,80;6,50;NA;NA;NA;NA;2011
SUnHa;0,00;0,00;0,00;0,00;NA;NA;NA;NA;2013
vRHm+;NA;NA;NA;NA;NA;NA;NA;NA;2011
COiuW;8,00;7,00;1,00;7,60;NA;NA;NA;NA;2012
sw+iR;NA;NA;NA;NA;NA;NA;NA;NA;2011
ss+vZ;NA;NA;NA;NA;NA;NA;NA;NA;2011
ss+vZ;NA;NA;NA;NA;NA;NA;NA;NA;2012
6d/76;7,00;7,00;0,90;7,20;NA;NA;NA;NA;2013
q/Trz;6,00;NA;0,00;1,80;NA;NA;NA;NA;2014
LgRGz;7,00;5,08;0,75;5,90;NA;NA;NA;NA;2013
XgjS6;9,00;8,00;1,00;8,50;NA;NA;NA;NA;2012
TEmVV;3,00;NA;0,00;0,90;NA;NA;NA;NA;2015
TEmVV;NA;NA;NA;NA;NA;NA;NA;NA;2016
UlTX9;NA;NA;NA;NA;NA;NA;NA;NA;2013
UlTX9;7,00;NA;0,00;2,10;NA;NA;NA;NA;2014
WMRIT;NA;NA;NA;NA;NA;NA;NA;NA;2012
4jGd3;8,00;7,00;0,00;6,60;NA;NA;NA;NA;2013
oINJA;NA;NA;NA;NA;NA;NA;NA;NA;2012
krvT9;NA;NA;NA;NA;NA;NA;NA;NA;2012
5FiJM;NA;NA;NA;NA;NA;NA;NA;NA;2011
5FiJM;10,00;6,00;0,00;6,60;NA;NA;NA;NA;2013
bisWl;NA;NA;NA;NA;NA;NA;NA;NA;2018
H1s5V;10,00;9,00;1,00;9,40;NA;NA;NA;NA;2018
Qn481;10,00;NA;0,80;8,00;NA;NA;NA;NA;2015
muqYp;9,00;7,00;NA;6,90;NA;NA;NA;NA;2012
YbEDZ;NA;NA;NA;NA;NA;NA;NA;NA;2018
WD3fe;NA;NA;NA;NA;NA;NA;NA;NA;2012
XrgeG;NA;NA;NA;NA;NA;NA;NA;NA;2016
PAxMT;2,00;NA;0,00;0,60;NA;NA;NA;NA;2014
d0Z1q;NA;NA;NA;NA;NA;NA;NA;NA;2014
E8vNI;NA;NA;NA;NA;NA;NA;NA;NA;2012
2N3+q;8,00;6,50;0,00;6,20;NA;NA;NA;NA;2014
mEZ05;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2018
0DGxy;NA;NA;NA;NA;NA;NA;NA;NA;2017
0DGxy;NA;NA;NA;NA;NA;NA;NA;NA;2018
yEqOO;NA;NA;NA;NA;NA;NA;NA;NA;2017
+mmdJ;NA;NA;NA;NA;NA;NA;NA;NA;2018
XSK22;7,00;4,00;0,68;5,18;NA;NA;NA;NA;2012
5D7Xu;9,00;6,50;0,50;7,10;NA;NA;NA;NA;2014
Fav1d;4,00;0,00;0,50;1,20;8,00;0,50;6,83;7,00;2017
Lc8Rm;NA;NA;NA;NA;NA;NA;NA;NA;2015
uP8yi;7,00;3,00;NA;3,90;NA;NA;NA;NA;2011
uP8yi;10,00;8,50;0,90;9,00;NA;NA;NA;NA;2013
en3Qo;NA;NA;NA;NA;NA;NA;NA;NA;2011
DJ4zR;NA;NA;NA;NA;NA;NA;NA;NA;2014
DJ4zR;NA;NA;NA;NA;NA;NA;NA;NA;2015
8loRv;4,00;0,00;0,50;1,20;4,00;0,00;0,50;1,20;2011
8loRv;4,00;0,00;0,50;1,20;NA;NA;NA;NA;2012
8loRv;NA;NA;NA;NA;NA;NA;NA;NA;2013
2pKY1;NA;NA;NA;NA;NA;NA;NA;NA;2012
Iw1z+;NA;NA;NA;NA;NA;NA;NA;NA;2017
vMkMf;NA;NA;NA;NA;NA;NA;NA;NA;2012
vMkMf;NA;NA;NA;NA;NA;NA;NA;NA;2013
